amount_usd,currency,merchant_name,country,log_amount,velocity_10m,high_value,very_high_value,suspicious_merchant,off_hours,new_device,ip_risk,non_ng_context,is_risky
24.41,USD,Amazon,NG,3.235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
674.49,EUR,Spotify,NG,6.5154,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
507.11,EUR,Stripe Demo Store,NG,6.2307,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.69,USD,Spotify,NG,2.1618,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
21.54,EUR,Spotify,NG,3.1153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.04,GBP,Stripe Demo Store,CN,3.2971,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
25.14,GBP,Anonymous Crypto Mix,NG,3.2634,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
2129.27,USD,Netflix,NG,7.664,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
15.81,GBP,Stripe Demo Store,NG,2.8219,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4690.63,GBP,Apple,NG,8.4535,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1
17.32,EUR,Spotify,NG,2.9081,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.43,GBP,Apple,CN,2.858,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
76.13,USD,Dark Web Market,NG,4.3455,4.0,0.0,0.0,1.0,1.0,1.0,0.45,0.0,1
10.32,USD,Spotify,NG,2.4268,5.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1156.41,EUR,Netflix,NG,7.0539,6.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
8.95,USD,Stripe Demo Store,NG,2.2976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6880.32,EUR,Netflix,NG,8.8366,2.0,1.0,1.0,0.0,0.0,0.0,0.45,0.0,1
2062.29,GBP,Shopify Merchant,NG,7.6321,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1072.3,GBP,Stripe Demo Store,NG,6.9785,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
8.57,GBP,Stripe Demo Store,NG,2.2582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2359.06,EUR,Stripe Demo Store,NG,7.7664,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
13.06,EUR,Apple,NG,2.6432,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1775.03,USD,XXX Test Casino,NG,7.4821,2.0,1.0,0.0,1.0,1.0,1.0,0.45,0.0,1
9.45,EUR,Spotify,DE,2.3463,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
21.5,USD,Spotify,NG,3.1133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.15,USD,Amazon,CN,2.0975,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
17.05,USD,Spotify,NG,2.8933,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.0,GBP,Stripe Demo Store,NG,2.3024,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1470.77,USD,Amazon,CN,7.2942,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
14.14,USD,Shopify Merchant,NG,2.7176,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1848.68,EUR,Shopify Merchant,NG,7.5228,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1
12.66,USD,Stripe Demo Store,NG,2.6148,2.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
2344.64,EUR,Amazon,NG,7.7603,2.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1882.92,USD,Netflix,NG,7.5411,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
42.86,EUR,Spotify,RU,3.781,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1269.72,GBP,Stripe Demo Store,NG,7.1473,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1656.72,GBP,Spotify,NG,7.4132,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1621.37,EUR,Apple,NG,7.3916,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.1,EUR,Apple,US,3.6662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
11.79,GBP,Shopify Merchant,CN,2.5485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1164.39,GBP,Spotify,NG,7.0608,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.03,USD,Stripe Demo Store,NG,2.4871,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2084.61,USD,Spotify,NG,7.6428,2.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
41.5,GBP,Spotify,NG,3.7495,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1502.05,EUR,Amazon,NG,7.3153,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.67,GBP,XXX Test Casino,NG,2.1603,3.0,0.0,0.0,1.0,1.0,1.0,0.45,0.0,1
10.38,EUR,Spotify,US,2.4322,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
3885.29,GBP,Stripe Demo Store,NG,8.2652,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1638.96,GBP,Amazon,NG,7.4024,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1135.78,USD,Netflix,NG,7.036,5.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
6757.63,GBP,Gambling Anonymous Hub,US,8.8186,1.0,1.0,1.0,1.0,0.0,1.0,0.45,1.0,1
22.18,EUR,Netflix,DE,3.1431,2.0,0.0,0.0,0.0,0.0,1.0,0.45,1.0,1
7.61,USD,Apple,NG,2.1532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13.12,GBP,Dark Web Market,US,2.6477,1.0,0.0,0.0,1.0,1.0,0.0,0.45,1.0,1
10.88,USD,Amazon,US,2.4752,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
23.52,GBP,Apple,NG,3.1996,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5020.71,EUR,Netflix,NG,8.5215,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
27.77,GBP,Amazon,DE,3.3592,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
14.25,USD,Shopify Merchant,NG,2.7245,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
10.47,GBP,Spotify,NG,2.44,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
22.83,EUR,Stripe Demo Store,NG,3.1708,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
9.77,USD,Apple,NG,2.3767,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
42.73,EUR,Stripe Demo Store,NG,3.778,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
18.54,USD,Stripe Demo Store,NG,2.9724,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
15.99,EUR,Apple,DE,2.8324,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1975.66,GBP,Stripe Demo Store,NG,7.5892,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
19.04,USD,Netflix,RU,2.9977,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
6.29,GBP,Shopify Merchant,RU,1.9869,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
9.55,GBP,Shopify Merchant,NG,2.3565,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
42.11,USD,Spotify,US,3.7639,2.0,0.0,0.0,0.0,1.0,1.0,0.45,1.0,1
21.3,GBP,Amazon,NG,3.1046,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
4868.29,GBP,Gambling Anonymous Hub,NG,8.4907,1.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,1
25.7,EUR,Wallet Drain Services,NG,3.2847,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
13.58,USD,Netflix,NG,2.6796,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
10.89,USD,Spotify,NG,2.4757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2328.44,GBP,Apple,NG,7.7534,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
40.45,GBP,Shopify Merchant,NG,3.7244,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.07,USD,Amazon,NG,1.804,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
878.13,USD,Apple,NG,6.7789,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
21.85,EUR,Netflix,DE,3.1288,1.0,0.0,0.0,0.0,0.0,1.0,0.45,1.0,1
60.63,EUR,Apple,NG,4.1212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29.6,GBP,Apple,NG,3.4209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.11,GBP,Apple,NG,2.494,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
7350.83,EUR,Anonymous Crypto Mix,DE,8.9027,5.0,1.0,1.0,1.0,1.0,1.0,0.45,1.0,1
7.78,EUR,Apple,CN,2.1723,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
24.19,USD,Spotify,NG,3.2263,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28.26,USD,Gambling Anonymous Hub,NG,3.3762,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
10.84,USD,Netflix,NG,2.4715,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
1890.96,GBP,Shopify Merchant,CN,7.5454,5.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
14.02,EUR,Spotify,NG,2.7092,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
2057.52,EUR,Amazon,NG,7.6297,4.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
5.54,GBP,Stripe Demo Store,NG,1.8782,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25.39,EUR,Shopify Merchant,US,3.2731,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
15.05,GBP,Spotify,US,2.7758,1.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
891.86,USD,Shopify Merchant,DE,6.7944,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
19.48,EUR,Spotify,NG,3.0193,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
48.16,USD,Amazon,NG,3.895,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
1310.91,USD,Spotify,NG,7.1792,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18.37,EUR,Stripe Demo Store,NG,2.9637,2.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
34.86,USD,Amazon,NG,3.5797,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
35.02,GBP,Spotify,NG,3.584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1738.17,EUR,Netflix,NG,7.4612,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
5.0,GBP,Shopify Merchant,NG,1.7918,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10.1,EUR,Netflix,NG,2.4066,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52.92,EUR,Shopify Merchant,NG,3.9876,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
8.34,USD,Spotify,NG,2.2341,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
37.25,USD,Stripe Demo Store,NG,3.6442,1.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,0
32.93,GBP,Apple,NG,3.5244,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
12.09,GBP,Netflix,NG,2.5715,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
5.0,EUR,Stripe Demo Store,NG,1.7918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1597.04,GBP,Shopify Merchant,US,7.3765,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
86.02,GBP,Apple,NG,4.4662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.98,GBP,Apple,US,2.4829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1540.97,EUR,Apple,NG,7.3408,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1625.82,EUR,Amazon,NG,7.3944,3.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
47.01,USD,Netflix,US,3.8714,6.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0
16.94,EUR,Spotify,NG,2.8873,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.96,GBP,XXX Test Casino,RU,2.6362,1.0,0.0,0.0,1.0,0.0,1.0,0.45,1.0,1
54.02,USD,Stripe Demo Store,NG,4.0078,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.13,EUR,Dark Web Market,DE,3.4383,4.0,0.0,0.0,1.0,1.0,1.0,0.45,1.0,1
10.55,EUR,Anonymous Crypto Mix,NG,2.447,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
8.53,EUR,Netflix,NG,2.2544,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
45.18,GBP,Amazon,NG,3.8326,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20.32,EUR,Shopify Merchant,NG,3.0598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6.79,EUR,Spotify,NG,2.053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5.77,GBP,Stripe Demo Store,CN,1.9118,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
2089.26,USD,Shopify Merchant,NG,7.645,2.0,1.0,0.0,0.0,0.0,1.0,0.45,0.0,1
2225.84,GBP,Apple,NG,7.7083,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
9.2,EUR,Amazon,NG,2.322,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.43,USD,Spotify,CN,2.2444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5.0,GBP,Amazon,NG,1.7918,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
9.3,GBP,Spotify,NG,2.3324,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1600.76,USD,XXX Test Casino,NG,7.3789,5.0,1.0,0.0,1.0,0.0,1.0,0.45,0.0,1
14.53,USD,Netflix,NG,2.7427,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
65.7,GBP,Amazon,RU,4.2001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
16.66,EUR,Amazon,NG,2.8715,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
17.86,GBP,Stripe Demo Store,NG,2.9372,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
28.69,GBP,Netflix,NG,3.3907,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17.01,USD,Stripe Demo Store,RU,2.891,8.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
3492.43,EUR,XXX Test Casino,DE,8.1586,2.0,1.0,1.0,1.0,0.0,0.0,0.45,1.0,1
24.45,EUR,Netflix,NG,3.2365,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
21.89,USD,XXX Test Casino,NG,3.1305,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
139.29,USD,Shopify Merchant,NG,4.9437,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
38.01,EUR,Spotify,NG,3.6638,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
9.42,EUR,Apple,NG,2.3437,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.03,GBP,Stripe Demo Store,NG,3.2969,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1770.72,USD,Stripe Demo Store,NG,7.4797,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27.45,USD,Shopify Merchant,US,3.3482,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
7.67,EUR,Shopify Merchant,NG,2.1599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.25,USD,Spotify,NG,2.3272,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25.55,GBP,Netflix,NG,3.2791,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
40.38,GBP,Apple,NG,3.7228,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1315.9,USD,Amazon,NG,7.183,3.0,1.0,0.0,0.0,0.0,1.0,0.45,0.0,1
36.52,USD,Netflix,NG,3.6249,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.09,USD,Apple,NG,3.2993,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
22.66,USD,Stripe Demo Store,NG,3.1639,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.12,USD,Shopify Merchant,CN,2.7159,1.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0
35.48,GBP,Shopify Merchant,NG,3.5969,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
41.16,GBP,Netflix,DE,3.7414,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
19.22,GBP,Apple,RU,3.0065,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18.51,GBP,Amazon,NG,2.9708,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
923.22,USD,Spotify,DE,6.829,2.0,1.0,0.0,0.0,1.0,0.0,0.45,1.0,1
1216.44,USD,Apple,NG,7.1045,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1
1462.95,EUR,Netflix,NG,7.2889,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4720.37,EUR,Dark Web Market,CN,8.4599,5.0,1.0,1.0,1.0,0.0,0.0,0.45,1.0,1
1733.1,USD,Spotify,NG,7.4582,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
930.16,GBP,Spotify,NG,6.8364,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
548.42,GBP,Apple,NG,6.3089,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
502.98,EUR,Netflix,NG,6.2225,3.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1156.47,GBP,Stripe Demo Store,NG,7.054,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
4850.81,GBP,Apple,NG,8.4871,1.0,1.0,1.0,0.0,1.0,0.0,0.45,0.0,1
13.24,GBP,Stripe Demo Store,NG,2.656,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33.46,EUR,Amazon,NG,3.5398,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
24.92,GBP,Apple,NG,3.2549,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1597.85,USD,Shopify Merchant,DE,7.377,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
13.91,USD,Amazon,NG,2.7023,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1713.6,EUR,Anonymous Crypto Mix,RU,7.4469,1.0,1.0,0.0,1.0,1.0,1.0,0.45,1.0,1
515.47,USD,Shopify Merchant,NG,6.247,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6607.07,EUR,Spotify,NG,8.796,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
10.81,EUR,Apple,NG,2.4688,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
30.06,EUR,Netflix,NG,3.4359,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
857.89,GBP,Amazon,DE,6.7556,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
7155.34,EUR,Anonymous Crypto Mix,NG,8.8758,1.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,1
1688.44,GBP,Apple,CN,7.4322,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
15.06,USD,Stripe Demo Store,NG,2.776,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
34.9,USD,Shopify Merchant,RU,3.5808,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
11.52,GBP,Spotify,NG,2.5273,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
7290.36,GBP,Wallet Drain Services,US,8.8944,3.0,1.0,1.0,1.0,0.0,0.0,0.45,1.0,1
42.86,GBP,Spotify,NG,3.7811,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1146.69,USD,Spotify,NG,7.0455,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
816.45,EUR,Shopify Merchant,NG,6.7062,3.0,1.0,0.0,0.0,1.0,1.0,0.45,0.0,1
14.29,USD,Amazon,CN,2.7271,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
21.68,USD,Apple,NG,3.1215,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
26.21,EUR,Spotify,NG,3.3035,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1835.16,USD,Amazon,NG,7.5154,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
51.07,EUR,Stripe Demo Store,NG,3.9526,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
30.15,EUR,Shopify Merchant,NG,3.4387,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
10.76,GBP,Netflix,NG,2.4643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75.04,USD,Shopify Merchant,NG,4.3312,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1485.0,EUR,Spotify,NG,7.3038,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9.34,EUR,Apple,NG,2.3359,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.23,GBP,Apple,NG,2.5041,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
56.91,USD,Shopify Merchant,NG,4.0589,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
72.06,GBP,Amazon,NG,4.2913,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
40.72,USD,Shopify Merchant,NG,3.7309,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2396.19,EUR,Stripe Demo Store,NG,7.7821,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
47.07,GBP,Amazon,NG,3.8727,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
29.66,EUR,Stripe Demo Store,NG,3.423,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25.29,GBP,Apple,NG,3.2691,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
29.31,USD,Shopify Merchant,NG,3.4115,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2806.08,GBP,Netflix,NG,7.9399,1.0,1.0,1.0,0.0,1.0,1.0,0.45,0.0,1
11.95,GBP,Netflix,NG,2.5612,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
7616.83,USD,Amazon,NG,8.9382,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
55.76,GBP,Stripe Demo Store,NG,4.0388,5.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
17.38,GBP,Amazon,NG,2.9115,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
16.13,USD,Shopify Merchant,CN,2.8409,5.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
28.04,EUR,Stripe Demo Store,NG,3.3686,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
1042.91,GBP,Stripe Demo Store,NG,6.9507,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.99,EUR,Amazon,NG,2.1961,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
44.85,GBP,Spotify,NG,3.8255,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
14.65,USD,Apple,NG,2.7504,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
20.35,EUR,Spotify,NG,3.0609,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3868.34,USD,Amazon,US,8.2608,2.0,1.0,1.0,0.0,0.0,0.0,0.45,1.0,1
6271.52,EUR,Gambling Anonymous Hub,RU,8.7439,2.0,1.0,1.0,1.0,0.0,1.0,0.45,1.0,1
36.5,GBP,Netflix,NG,3.6243,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1007.19,GBP,Netflix,DE,6.9159,6.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
2136.11,EUR,Apple,NG,7.6672,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
15.75,GBP,Shopify Merchant,NG,2.8187,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
29.94,EUR,Spotify,NG,3.432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22.92,EUR,Stripe Demo Store,NG,3.1747,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
530.0,GBP,Amazon,NG,6.2748,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8437.59,USD,XXX Test Casino,CN,9.0406,8.0,1.0,1.0,1.0,0.0,1.0,0.45,1.0,1
34.16,GBP,Spotify,NG,3.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1707.02,GBP,Netflix,NG,7.4431,1.0,1.0,0.0,0.0,0.0,1.0,0.45,0.0,0
5976.03,EUR,Netflix,US,8.6957,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
10.07,USD,Amazon,NG,2.4039,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
120.02,GBP,Stripe Demo Store,NG,4.796,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
7499.93,EUR,Gambling Anonymous Hub,NG,8.9228,2.0,1.0,1.0,1.0,0.0,0.0,0.45,0.0,1
5835.42,USD,Anonymous Crypto Mix,NG,8.6719,1.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,1
29.86,EUR,Spotify,NG,3.4295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15.07,GBP,Spotify,NG,2.7767,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
20.2,EUR,Spotify,NG,3.0538,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.02,GBP,Shopify Merchant,NG,3.0457,2.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
10.59,USD,Stripe Demo Store,NG,2.4504,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
27.3,USD,Netflix,NG,3.343,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
6.33,EUR,Shopify Merchant,NG,1.9922,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
